Time,Wavelength,Power
2024-06-19T13:54:11.217,1532.29240,-31.6,1532.28898
2024-06-19T13:54:11.474,1532.29181,-31.6,1532.29241
2024-06-19T13:54:11.701,1532.29163,-31.7,1532.29180
2024-06-19T13:54:11.943,1532.29108,-31.6,1532.29162
2024-06-19T13:54:12.190,1532.29124,-31.5,1532.29107
2024-06-19T13:54:12.425,1532.29096,-31.7,1532.29123
2024-06-19T13:54:12.676,1532.29035,-31.7,1532.29096
2024-06-19T13:54:12.906,1532.29015,-31.7,1532.29034
2024-06-19T13:54:13.168,1532.29066,-31.7,1532.29014
2024-06-19T13:54:13.396,1532.28993,-31.7,1532.29066
2024-06-19T13:54:13.647,1532.28932,-31.9,1532.28992
2024-06-19T13:54:13.880,1532.28948,-31.9,1532.28931
2024-06-19T13:54:14.144,1532.28925,-31.8,1532.28948
2024-06-19T13:54:14.371,1532.28887,-32.0,1532.28925
2024-06-19T13:54:14.621,1532.28853,-32.0,1532.28886
